0	0	1
0	0.00769	1
0	0.01538	1
0	0.02307	1
0	0.03076	1
0	0.03845	1
0	0.04614	1
0	0.05383	1
0	0.06152	1
0	0.06921	1
0	0.0769	1
0	0.08459	1
0	0.09228	1
0	0.09997	1
0	0.10766	1
0	0.11535	1
0	0.12304	1
0	0.13073	1
0	0.13842	1
0	0.14611	1
0	0.1538	1
0	0.16149	1
0	0.16918	1
0	0.17687	1
0	0.18456	1
0	0.19225	1
0	0.19994	1
0	0.20763	1
0	0.21532	1
0	0.22301	1
0	0.2307	1
0	0.23839	1
0	0.24608	1
0	0.25377	1
0	0.26146	1
0	0.26915	1
0	0.27684	1
0	0.28453	1
0	0.29222	1
0	0.29991	1
0	0.3076	1
0	0.31529	1
0	0.32298	1
0	0.33067	1
0	0.33836	1
0	0.34605	1
0	0.35374	1
0	0.36143	1
0	0.36912	1
0	0.37681	1
0	0.3845	1
0	0.39219	1
0	0.39988	1
0	0.40757	1
0	0.41526	1
0	0.42295	1
0	0.43064	1
0	0.43833	1
0	0.44602	1
0	0.45371	1
0	0.4614	1
0	0.46909	1
0	0.47678	1
0	0.48447	1
0	0.49216	1
0	0.49985	1
0	0.50754	1
0	0.51523	1
0	0.52292	1
0	0.53061	1
0	0.5383	1
0	0.54599	1
0	0.55368	1
0	0.56137	1
0	0.56906	1
0	0.57675	1
0	0.58444	1
0	0.59213	1
0	0.59982	1
0	0.60751	1
0	0.6152	1
0	0.62289	1
0	0.63058	1
0	0.63827	1
0	0.64596	1
0	0.65365	1
0	0.66134	1
0	0.66903	1
0	0.67672	1
0	0.68441	1
0	0.6921	1
0	0.69979	1
0	0.70748	1
0	0.71517	1
0	0.72286	1
0	0.73055	1
0	0.73824	1
0	0.74593	1
0	0.75362	1
0	0.76131	1
0	0.769	1
0	0.77669	1
0	0.78438	1
0	0.79207	1
0	0.79976	1
0	0.80745	1
0	0.81514	1
0	0.82283	1
0	0.83052	1
0	0.83821	1
0	0.8459	1
0	0.85359	1
0	0.86128	1
0	0.86897	1
0	0.87666	1
0	0.88435	1
0	0.89204	1
0	0.89973	1
0	0.90742	1
0	0.91511	1
0	0.9228	1
0	0.93049	1
0	0.93818	1
0	0.94587	1
0	0.95356	1
0	0.96125	1
0	0.96894	1
0	0.97663	1
0	0.98432	1
0	0.99201	1
0	0.9997	1
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
0.95	0.95	0.95
1	0.99	0
1	0.98	0
1	0.97	0
1	0.96	0
1	0.95	0
1	0.94	0
1	0.93	0
1	0.92	0
1	0.91	0
1	0.9	0
1	0.89	0
1	0.88	0
1	0.87	0
1	0.86	0
1	0.85	0
1	0.84	0
1	0.83	0
1	0.82	0
1	0.81	0
1	0.8	0
1	0.79	0
1	0.78	0
1	0.77	0
1	0.76	0
1	0.75	0
1	0.74	0
1	0.73	0
1	0.72	0
1	0.71	0
1	0.7	0
1	0.69	0
1	0.68	0
1	0.67	0
1	0.66	0
1	0.65	0
1	0.64	0
1	0.63	0
1	0.62	0
1	0.61	0
1	0.6	0
1	0.59	0
1	0.58	0
1	0.57	0
1	0.56	0
1	0.55	0
1	0.54	0
1	0.53	0
1	0.52	0
1	0.51	0
1	0.5	0
1	0.49	0
1	0.48	0
1	0.47	0
1	0.46	0
1	0.45	0
1	0.44	0
1	0.43	0
1	0.42	0
1	0.41	0
1	0.4	0
1	0.39	0
1	0.38	0
1	0.37	0
1	0.36	0
1	0.35	0
1	0.34	0
1	0.33	0
1	0.32	0
1	0.31	0
1	0.3	0
1	0.29	0
1	0.28	0
1	0.27	0
1	0.26	0
1	0.25	0
1	0.24	0
1	0.23	0
1	0.22	0
1	0.21	0
1	0.2	0
1	0.19	0
1	0.18	0
1	0.17	0
1	0.16	0
1	0.15	0
1	0.14	0
1	0.13	0
1	0.12	0
1	0.11	0
1	0.1	0
1	0.09	0
1	0.08	0
1	0.07	0
1	0.06	0
1	0.05	0
1	0.04	0
1	0.03	0
1	0.02	0
1	0.01	0
